OBJECT	CODE	NAME	LABEL	PARENT_CODE
drug	polyenes	Polyenes	Anti-Infectives / Antifungals / Polyenes	antifungals
drug	antimalarialAgents	Antimalarial Agents	Anti-Infectives / Antimalarial Agents	antiInfectives
drug	antimalarialCombinations	Antimalarial Combinations	Anti-Infectives / Antimalarial Agents / Antimalarial Combinations	antimalarialAgents
drug	antimalarialQuinolines	Antimalarial Quinolines	Anti-Infectives / Antimalarial Agents / Antimalarial Quinolines	antimalarialAgents
drug	miscellaneousAntimalarials	Miscellaneous Antimalarials	Anti-Infectives / Antimalarial Agents / Miscellaneous Antimalarials	antimalarialAgents
drug	antituberculosisAgents	Antituberculosis Agents	Anti-Infectives / Antituberculosis Agents	antiInfectives
drug	aminosalicylates	Aminosalicylates	Anti-Infectives / Antituberculosis Agents / Aminosalicylates	antituberculosisAgents
drug	antituberculosisCombinations	Antituberculosis Combinations	Anti-Infectives / Antituberculosis Agents / Antituberculosis Combinations	antituberculosisAgents
drug	diarylquinolines	Diarylquinolines	Anti-Infectives / Antituberculosis Agents / Diarylquinolines	antituberculosisAgents
drug	hydrazideDerivatives	Hydrazide Derivatives	Anti-Infectives / Antituberculosis Agents / Hydrazide Derivatives	antituberculosisAgents
drug	miscellaneousAntituberculosisAgents	Miscellaneous Antituberculosis Agents	Anti-Infectives / Antituberculosis Agents / Miscellaneous Antituberculosis Agents	antituberculosisAgents
drug	nicotinicAcidDerivatives	Nicotinic Acid Derivatives	Anti-Infectives / Antituberculosis Agents / Nicotinic Acid Derivatives	antituberculosisAgents
drug	rifamycinDerivatives	Rifamycin Derivatives	Anti-Infectives / Antituberculosis Agents / Rifamycin Derivatives	antituberculosisAgents
drug	streptomycesDerivatives	Streptomyces Derivatives	Anti-Infectives / Antituberculosis Agents / Streptomyces Derivatives	antituberculosisAgents
drug	antiviralAgents	Antiviral Agents	Anti-Infectives / Antiviral Agents	antiInfectives
drug	adamantaneAntivirals	Adamantane Antivirals	Anti-Infectives / Antiviral Agents / Adamantane Antivirals	antiviralAgents
drug	antiviralBoosters	Antiviral Boosters	Anti-Infectives / Antiviral Agents / Antiviral Boosters	antiviralAgents
drug	antiviralCombinations	Antiviral Combinations	Anti-Infectives / Antiviral Agents / Antiviral Combinations	antiviralAgents
drug	antiviralInterferons	Antiviral Interferons	Anti-Infectives / Antiviral Agents / Antiviral Interferons	antiviralAgents
drug	chemokineReceptorAntagonist	Chemokine Receptor Antagonist	Anti-Infectives / Antiviral Agents / Chemokine Receptor Antagonist	antiviralAgents
drug	integraseStrandTransferInhibitor	Integrase Strand Transfer Inhibitor	Anti-Infectives / Antiviral Agents / Integrase Strand Transfer Inhibitor	antiviralAgents
drug	miscellaneousAntivirals	Miscellaneous Antivirals	Anti-Infectives / Antiviral Agents / Miscellaneous Antivirals	antiviralAgents
drug	neuraminidaseInhibitors	Neuraminidase Inhibitors	Anti-Infectives / Antiviral Agents / Neuraminidase Inhibitors	antiviralAgents
drug	NNRTIs	NNRTIs	Anti-Infectives / Antiviral Agents / NNRTIs	antiviralAgents
drug	NS5AInhibitors	NS5A Inhibitors	Anti-Infectives / Antiviral Agents / NS5A Inhibitors	antiviralAgents
drug	NRTIs	Nucleoside Reverse Transcriptase Inhibitors (NRTIs)	Anti-Infectives / Antiviral Agents / Nucleoside Reverse Transcriptase Inhibitors (NRTIs)	antiviralAgents
drug	proteaseInhibitors	Protease Inhibitors	Anti-Infectives / Antiviral Agents / Protease Inhibitors	antiviralAgents
drug	purineNucleosides	Purine Nucleosides	Anti-Infectives / Antiviral Agents / Purine Nucleosides	antiviralAgents
drug	carbapenems	Carbapenems	Anti-Infectives / Carbapenems	antiInfectives
drug	carbapenemsBetaLactamaseInhibitors	Carbapenems/Beta-Lactamase Inhibitors	Anti-Infectives / Carbapenems/Beta-Lactamase Inhibitors	antiInfectives
drug	cephalosporins	Cephalosporins	Anti-Infectives / Cephalosporins	antiInfectives
drug	cephalosporinsBetaLactamaseInhibitors	Cephalosporins/Beta-Lactamase Inhibitors	Anti-Infectives / Cephalosporins / Cephalosporins/Beta-Lactamase Inhibitors	cephalosporins
drug	firstGenerationCephalosporins	First Generation Cephalosporins	Anti-Infectives / Cephalosporins / First Generation Cephalosporins	cephalosporins
drug	secondGenerationCephalosporins	Second Generation Cephalosporins	Anti-Infectives / Cephalosporins / Second Generation Cephalosporins	cephalosporins
drug	thirdGenerationCephalosporins	Third Generation Cephalosporins	Anti-Infectives / Cephalosporins / Third Generation Cephalosporins	cephalosporins
drug	fourthGenerationCephalosporins	Fourth Generation Cephalosporins	Anti-Infectives / Cephalosporins / Fourth Generation Cephalosporins	cephalosporins
drug	nextGenerationCephalosporins	Next Generation Cephalosporins	Anti-Infectives / Cephalosporins / Next Generation Cephalosporins	cephalosporins
drug	glycopeptideAntibiotics	Glycopeptide Antibiotics	Anti-Infectives / Glycopeptide Antibiotics	antiInfectives
drug	glycylcyclines	Glycylcyclines	Anti-Infectives / Glycylcyclines	antiInfectives
drug	Leprostatics	Leprostatics	Anti-Infectives / Leprostatics	antiInfectives
drug	lincomycinDerivatives	Lincomycin Derivatives	Anti-Infectives / Lincomycin Derivatives	antiInfectives
drug	macrolideDerivatives	Macrolide Derivatives	Anti-Infectives / Macrolide Derivatives	antiInfectives
drug	ketolides	Ketolides	Anti-Infectives / Macrolide Derivatives / Ketolides	macrolideDerivatives
drug	macrolides	Macrolides	Anti-Infectives / Macrolide Derivatives / Macrolides	macrolideDerivatives
drug	miscellaneousAntibiotics	Miscellaneous Antibiotics	Anti-Infectives / Miscellaneous Antibiotics	antiInfectives
drug	oxazolidinoneAntibiotics	Oxazolidinone Antibiotics	Anti-Infectives / Oxazolidinone Antibiotics	antiInfectives
drug	penicillins	Penicillins	Anti-Infectives / Penicillins	antiInfectives
drug	aminopenicillins	Aminopenicillins	Anti-Infectives / Penicillins / Aminopenicillins	penicillins
drug	betaLactamaseInhibitors	Beta-Lactamase Inhibitors	Anti-Infectives / Penicillins / Beta-Lactamase Inhibitors	penicillins
drug	naturalPenicillins	Natural Penicillins	Anti-Infectives / Penicillins / Natural Penicillins	penicillins
drug	penicillinaseResistantPenicillins	Penicillinase Resistant Penicillins	Anti-Infectives / Penicillins / Penicillinase Resistant Penicillins	penicillins
drug	quinolones	Quinolones	Anti-Infectives / Quinolones	antiInfectives
drug	sulfonamides	Sulfonamides	Anti-Infectives / Sulfonamides	antiInfectives
drug	tetracyclines	Tetracyclines	Anti-Infectives / Tetracyclines	antiInfectives
drug	urinaryAntiInfectives	Urinary Anti-Infectives	Anti-Infectives / Urinary Anti-Infectives	antiInfectives
drug	antineoplastics	Antineoplastics	Antineoplastics	
drug	alkylatingAgents	Alkylating Agents	Antineoplastics / Alkylating Agents	antineoplastics
drug	antiCTLA4MonoclonalAntibodies	Anti-CTLA-4 Monoclonal Antibodies	Antineoplastics / Anti-CTLA-4 Monoclonal Antibodies	antineoplastics
drug	AntiPD1MonoclonalAntibodies	Anti-PD-1 Monoclonal Antibodies	Antineoplastics / Anti-PD-1 Monoclonal Antibodies	antineoplastics
drug	antibioticsAntineoplastics	Antibiotics/Antineoplastics	Antineoplastics / Antibiotics/Antineoplastics	antineoplastics
drug	antimetabolites	Antimetabolites	Antineoplastics / Antimetabolites	antineoplastics
drug	antineoplasticCombinations	Antineoplastic Combinations	Antineoplastics / Antineoplastic Combinations	antineoplastics
drug	antineoplasticDetoxifyingAgents	Antineoplastic Detoxifying Agents	Antineoplastics / Antineoplastic Detoxifying Agents	antineoplastics
drug	antineoplasticInterferons	Antineoplastic Interferons	Antineoplastics / Antineoplastic Interferons	antineoplastics
drug	BCRABLTyrosineKinaseInhibitors	BCR-ABL Tyrosine Kinase Inhibitors	Antineoplastics / BCR-ABL Tyrosine Kinase Inhibitors	antineoplastics
drug	CD20MonoclonalAntibodies	CD20 Monoclonal Antibodies	Antineoplastics / CD20 Monoclonal Antibodies	antineoplastics
drug	CD30MonoclonalAntibodies	CD30 Monoclonal Antibodies	Antineoplastics / CD30 Monoclonal Antibodies	antineoplastics
drug	CD33MonoclonalAntibodies	CD33 Monoclonal Antibodies	Antineoplastics / CD33 Monoclonal Antibodies	antineoplastics
drug	CD38MonoclonalAntibodies	CD38 Monoclonal Antibodies	Antineoplastics / CD38 Monoclonal Antibodies	antineoplastics
drug	CD52MonoclonalAntibodies	CD52 Monoclonal Antibodies	Antineoplastics / CD52 Monoclonal Antibodies	antineoplastics
drug	CDK46Inhibitors	CDK 4/6 Inhibitors	Antineoplastics / CDK 4/6 Inhibitors	antineoplastics
drug	EGFRInhibitors	EGFR Inhibitors	Antineoplastics / EGFR Inhibitors	antineoplastics
drug	hedgehogPathwayInhibitors	Hedgehog Pathway Inhibitors	Antineoplastics / Hedgehog Pathway Inhibitors	antineoplastics
drug	HER2Inhibitors	HER2 Inhibitors	Antineoplastics / HER2 Inhibitors	antineoplastics
drug	histoneDeacetylaseInhibitors	Histone Deacetylase Inhibitors	Antineoplastics / Histone Deacetylase Inhibitors	antineoplastics
drug	hormonesAntineoplastics	Hormones/Antineoplastics	Antineoplastics / Hormones/Antineoplastics	antineoplastics
drug	miscellaneousAntineoplastics	Miscellaneous Antineoplastics	Antineoplastics / Miscellaneous Antineoplastics	antineoplastics
drug	mitoticInhibitors	Mitotic Inhibitors	Antineoplastics / Mitotic Inhibitors	antineoplastics
drug	mTORInhibitors	mTOR Inhibitors	Antineoplastics / mTOR Inhibitors	antineoplastics
drug	MultikinaseInhibitors	Multikinase Inhibitors	Antineoplastics / Multikinase Inhibitors	antineoplastics
drug	PARPInhibitors	PARP Inhibitors	Antineoplastics / PARP Inhibitors	antineoplastics
drug	PI3KInhibitors	PI3K Inhibitors	Antineoplastics / PI3K Inhibitors	antineoplastics
drug	ProteasomeInhibitors	Proteasome Inhibitors	Antineoplastics / Proteasome Inhibitors	antineoplastics
drug	VEGFVEGFRInhibitors	VEGF/VEGFR Inhibitors	Antineoplastics / VEGF/VEGFR Inhibitors	antineoplastics
drug	biologicals	Biologicals	Biologicals	
drug	antitoxinsAndAntivenins	Antitoxins and Antivenins	Biologicals / Antitoxins and Antivenins	biologicals
drug	hematopoieticStemCellMobilizer	Hematopoietic Stem Cell Mobilizer	Biologicals / Hematopoietic Stem Cell Mobilizer	biologicals
drug	inVivoDiagnosticBiologicals	In Vivo Diagnostic Biologicals	Biologicals / In Vivo Diagnostic Biologicals	biologicals
drug	recombinantHumanErythropoietins	Recombinant Human Erythropoietins	Biologicals / Recombinant Human Erythropoietins	biologicals
drug	cardiovascularAgents	Cardiovascular Agents	Cardiovascular Agents	
drug	agentsForHypertensiveEmergencies	Agents for Hypertensive Emergencies	Cardiovascular Agents / Agents for Hypertensive Emergencies	cardiovascularAgents
drug	agentsForPulmonaryHypertension	Agents for Pulmonary Hypertension	Cardiovascular Agents / Agents for Pulmonary Hypertension	cardiovascularAgents
drug	aldosteroneReceptorAntagonists	Aldosterone Receptor Antagonists	Cardiovascular Agents / Aldosterone Receptor Antagonists	cardiovascularAgents
drug	angiotensinConvertingEnzymeInhibitors	Angiotensin Converting Enzyme Inhibitors	Cardiovascular Agents / Angiotensin Converting Enzyme Inhibitors	cardiovascularAgents
drug	angiotensinReceptorBlockers	Angiotensin Receptor Blockers	Cardiovascular Agents / Angiotensin Receptor Blockers	cardiovascularAgents
drug	angiotensinReceptorBlockersAndNeprilysinInhibitors	Angiotensin Receptor Blockers and Neprilysin Inhibitors	Cardiovascular Agents / Angiotensin Receptor Blockers and Neprilysin Inhibitors	cardiovascularAgents
drug	antiadrenergicAgentsCentrallyActing	Antiadrenergic Agents, Centrally Acting	Cardiovascular Agents / Antiadrenergic Agents, Centrally Acting	cardiovascularAgents
drug	antiadrenergicAgentsPeripherallyActing	Antiadrenergic Agents, Peripherally Acting	Cardiovascular Agents / Antiadrenergic Agents, Peripherally Acting	cardiovascularAgents
drug	antianginalAgents	Antianginal Agents	Cardiovascular Agents / Antianginal Agents	cardiovascularAgents
drug	antiarrhythmicAgents	Antiarrhythmic Agents	Cardiovascular Agents / Antiarrhythmic Agents	cardiovascularAgents
drug	groupIAntiarrhythmics	Group I Antiarrhythmics	Cardiovascular Agents / Antiarrhythmic Agents / Group I Antiarrhythmics	antiarrhythmicAgents
drug	groupIIAntiarrhythmics	Group II Antiarrhythmics	Cardiovascular Agents / Antiarrhythmic Agents / Group II Antiarrhythmics	antiarrhythmicAgents
drug	groupIIIAntiarrhythmics	Group III Antiarrhythmics	Cardiovascular Agents / Antiarrhythmic Agents / Group III Antiarrhythmics	antiarrhythmicAgents
drug	groupIVAntiarrhythmics	Group IV Antiarrhythmics	Cardiovascular Agents / Antiarrhythmic Agents / Group IV Antiarrhythmics	antiarrhythmicAgents
drug	groupVAntiarrhythmics	Group V Antiarrhythmics	Cardiovascular Agents / Antiarrhythmic Agents / Group V Antiarrhythmics	antiarrhythmicAgents
drug	anticholinergicChronotropicAgents	Anticholinergic Chronotropic Agents	Cardiovascular Agents / Anticholinergic Chronotropic Agents	cardiovascularAgents
drug	antihypertensiveCombinations	Antihypertensive Combinations	Cardiovascular Agents / Antihypertensive Combinations	cardiovascularAgents
drug	ACEinhibitorsWithCalciumChannelBlockingAgents	ACE inhibitors with Calcium Channel Blocking Agents	Cardiovascular Agents / Antihypertensive Combinations / ACE inhibitors with Calcium Channel Blocking Agents	antihypertensiveCombinations
drug	ACEinhibitorsWithThiazides	ACE inhibitors with Thiazides	Cardiovascular Agents / Antihypertensive Combinations / ACE inhibitors with Thiazides	antihypertensiveCombinations
drug	angiotensinIIInhibitorsWithCalciumChannelBlockers	Angiotensin II Inhibitors with Calcium Channel Blockers	Cardiovascular Agents / Antihypertensive Combinations / Angiotensin II Inhibitors with Calcium Channel Blockers	antihypertensiveCombinations
drug	angiotensinIIInhibitorsWithThiazides	Angiotensin II Inhibitors with Thiazides	Cardiovascular Agents / Antihypertensive Combinations / Angiotensin II Inhibitors with Thiazides	antihypertensiveCombinations
drug	antiadrenergicAgentsCentralWithThiazides	Antiadrenergic Agents (Central) with Thiazides	Cardiovascular Agents / Antihypertensive Combinations / Antiadrenergic Agents (Central) with Thiazides	antihypertensiveCombinations
drug	antiadrenergicAgentsPeripheralWithThiazides	Antiadrenergic Agents (Peripheral) with Thiazides	Cardiovascular Agents / Antihypertensive Combinations / Antiadrenergic Agents (Peripheral) with Thiazides	antihypertensiveCombinations
drug	betaBlockersWithThiazides	Beta Blockers with Thiazides	Cardiovascular Agents / Antihypertensive Combinations / Beta Blockers with Thiazides	antihypertensiveCombinations
drug	miscellaneousAntihypertensiveCombinations	Miscellaneous Antihypertensive Combinations	Cardiovascular Agents / Antihypertensive Combinations / Miscellaneous Antihypertensive Combinations	antihypertensiveCombinations
drug	potassiumSparingDiureticsWithThiazides	Potassium Sparing Diuretics with Thiazides	Cardiovascular Agents / Antihypertensive Combinations / Potassium Sparing Diuretics with Thiazides	antihypertensiveCombinations
drug	betaAdrenergicBlockingAgents	Beta-Adrenergic Blocking Agents	Cardiovascular Agents / Beta-Adrenergic Blocking Agents	cardiovascularAgents
drug	cardioselectiveBetaBlockers	Cardioselective Beta Blockers	Cardiovascular Agents / Beta-Adrenergic Blocking Agents / Cardioselective Beta Blockers	betaAdrenergicBlockingAgents
drug	nonCardioselectiveBetaBlockers	Non-Cardioselective Beta Blockers	Cardiovascular Agents / Beta-Adrenergic Blocking Agents / Non-Cardioselective Beta Blockers	betaAdrenergicBlockingAgents
drug	calciumChannelBlockingAgents	Calcium Channel Blocking Agents	Cardiovascular Agents / Calcium Channel Blocking Agents	cardiovascularAgents
drug	catecholamines	Catecholamines	Cardiovascular Agents / Catecholamines	cardiovascularAgents
drug	diuretics	Diuretics	Cardiovascular Agents / Diuretics	cardiovascularAgents
drug	carbonicAnhydraseInhibitors	Carbonic Anhydrase Inhibitors	Cardiovascular Agents / Diuretics / Carbonic Anhydrase Inhibitors	diuretics
drug	loopDiuretics	Loop Diuretics	Cardiovascular Agents / Diuretics / Loop Diuretics	diuretics
drug	miscellaneousDiuretics	Miscellaneous Diuretics	Cardiovascular Agents / Diuretics / Miscellaneous Diuretics	diuretics
drug	potassiumSparingDiuretics	Potassium-Sparing Diuretics	Cardiovascular Agents / Diuretics / Potassium-Sparing Diuretics	diuretics
drug	thiazideDiuretics	Thiazide Diuretics	Cardiovascular Agents / Diuretics / Thiazide Diuretics	diuretics
drug	inotropicAgents	Inotropic Agents	Cardiovascular Agents / Inotropic Agents	cardiovascularAgents
drug	miscellaneousCardiovascularAgents	Miscellaneous Cardiovascular Agents	Cardiovascular Agents / Miscellaneous Cardiovascular Agents	cardiovascularAgents
drug	peripheralVasodilators	Peripheral Vasodilators	Cardiovascular Agents / Peripheral Vasodilators	cardiovascularAgents
drug	reninInhibitors	Renin Inhibitors	Cardiovascular Agents / Renin Inhibitors	cardiovascularAgents
drug	sclerosingAgents	Sclerosing Agents	Cardiovascular Agents / Sclerosing Agents	cardiovascularAgents
drug	vasodilators	Vasodilators	Cardiovascular Agents / Vasodilators	cardiovascularAgents
drug	vasopressinAntagonists	Vasopressin Antagonists	Cardiovascular Agents / Vasopressin Antagonists	cardiovascularAgents
drug	vasopressors	Vasopressors	Cardiovascular Agents / Vasopressors	cardiovascularAgents
drug	centralNervousSystemAgents	Central Nervous System Agents	Central Nervous System Agents	
drug	analgesics	Analgesics	Central Nervous System Agents / Analgesics	centralNervousSystemAgents
drug	analgesicCombinations	Analgesic Combinations	Central Nervous System Agents / Analgesics / Analgesic Combinations	analgesics
drug	antimigraineAgents	Antimigraine Agents	Central Nervous System Agents / Analgesics / Antimigraine Agents	analgesics
drug	COX2Inhibitors	COX-2 Inhibitors	Central Nervous System Agents / Analgesics / COX-2 Inhibitors	analgesics
drug	miscellaneousAnalgesics	Miscellaneous Analgesics	Central Nervous System Agents / Analgesics / Miscellaneous Analgesics	analgesics
drug	narcoticAnalgesicCombinations	Narcotic Analgesic Combinations	Central Nervous System Agents / Analgesics / Narcotic Analgesic Combinations	analgesics
drug	narcoticAnalgesics	Narcotic Analgesics	Central Nervous System Agents / Analgesics / Narcotic Analgesics	analgesics
drug	nonsteroidalAntiInflammatoryAgents	Nonsteroidal Anti-Inflammatory Agents	Central Nervous System Agents / Analgesics / Nonsteroidal Anti-Inflammatory Agents	analgesics
drug	salicylates	Salicylates	Central Nervous System Agents / Analgesics / Salicylates	analgesics
drug	anorexiants	Anorexiants	Central Nervous System Agents / Anorexiants	centralNervousSystemAgents
drug	anticonvulsants	Anticonvulsants	Central Nervous System Agents / Anticonvulsants	centralNervousSystemAgents
drug	AMPAReceptorAntagonists	AMPA Receptor Antagonists	Central Nervous System Agents / Anticonvulsants / AMPA Receptor Antagonists	anticonvulsants
drug	barbiturateAnticonvulsants	Barbiturate Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Barbiturate Anticonvulsants	anticonvulsants
drug	benzodiazepineAnticonvulsants	Benzodiazepine Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Benzodiazepine Anticonvulsants	anticonvulsants
drug	carbamateAnticonvulsants	Carbamate Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Carbamate Anticonvulsants	anticonvulsants
drug	carbonicAnhydraseInhibitorAnticonvulsants	Carbonic Anhydrase Inhibitor Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Carbonic Anhydrase Inhibitor Anticonvulsants	anticonvulsants
drug	dibenzazepineAnticonvulsants	Dibenzazepine Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Dibenzazepine Anticonvulsants	anticonvulsants
drug	fattyAcidDerivativeAnticonvulsants	Fatty Acid Derivative Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Fatty Acid Derivative Anticonvulsants	anticonvulsants
drug	gammaAminobutyricAcidAnalogs	Gamma-Aminobutyric Acid Analogs	Central Nervous System Agents / Anticonvulsants / Gamma-Aminobutyric Acid Analogs	anticonvulsants
drug	gammaAminobutyricAcidReuptakeInhibitors	Gamma-Aminobutyric Acid Reuptake Inhibitors	Central Nervous System Agents / Anticonvulsants / Gamma-Aminobutyric Acid Reuptake Inhibitors	anticonvulsants
drug	hydantoinAnticonvulsants	Hydantoin Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Hydantoin Anticonvulsants	anticonvulsants
drug	miscellaneousAnticonvulsants	Miscellaneous Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Miscellaneous Anticonvulsants	anticonvulsants
drug	neuronalPotassiumChannelOpeners	Neuronal Potassium Channel Openers	Central Nervous System Agents / Anticonvulsants / Neuronal Potassium Channel Openers	anticonvulsants
drug	oxazolidinedioneAnticonvulsants	Oxazolidinedione Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Oxazolidinedione Anticonvulsants	anticonvulsants
drug	pyrrolidineAnticonvulsants	Pyrrolidine Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Pyrrolidine Anticonvulsants	anticonvulsants
drug	succinimideAnticonvulsants	Succinimide Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Succinimide Anticonvulsants	anticonvulsants
drug	triazineAnticonvulsants	Triazine Anticonvulsants	Central Nervous System Agents / Anticonvulsants / Triazine Anticonvulsants	anticonvulsants
drug	antiemeticAntivertigoAgents	Antiemetic/Antivertigo Agents	Central Nervous System Agents / Antiemetic/Antivertigo Agents	centralNervousSystemAgents
drug	5HT3ReceptorAntagonists	5HT3 Receptor Antagonists	Central Nervous System Agents / Antiemetic/Antivertigo Agents / 5HT3 Receptor Antagonists	antiemeticAntivertigoAgents
drug	anticholinergicAntiemetics	Anticholinergic Antiemetics	Central Nervous System Agents / Antiemetic/Antivertigo Agents / Anticholinergic Antiemetics	antiemeticAntivertigoAgents
drug	miscellaneousAntiemetics	Miscellaneous Antiemetics	Central Nervous System Agents / Antiemetic/Antivertigo Agents / Miscellaneous Antiemetics	antiemeticAntivertigoAgents
drug	NK1ReceptorAntagonists	NK1 Receptor Antagonists	Central Nervous System Agents / Antiemetic/Antivertigo Agents / NK1 Receptor Antagonists	antiemeticAntivertigoAgents
drug	phenothiazineAntiemetics	Phenothiazine Antiemetics	Central Nervous System Agents / Antiemetic/Antivertigo Agents / Phenothiazine Antiemetics	antiemeticAntivertigoAgents
drug	antiparkinsonAgents	Antiparkinson Agents	Central Nervous System Agents / Antiparkinson Agents	centralNervousSystemAgents
drug	anticholinergicAntiparkinsonAgents	Anticholinergic Antiparkinson Agents	Central Nervous System Agents / Antiparkinson Agents / Anticholinergic Antiparkinson Agents	antiparkinsonAgents
drug	dopaminergicAntiparkinsonismAgents	Dopaminergic Antiparkinsonism Agents	Central Nervous System Agents / Antiparkinson Agents / Dopaminergic Antiparkinsonism Agents	antiparkinsonAgents
drug	anxiolyticsSedativesAndHypnotics	Anxiolytics, Sedatives, and Hypnotics	Central Nervous System Agents / Anxiolytics, Sedatives, and Hypnotics	centralNervousSystemAgents
drug	barbiturates	Barbiturates	Central Nervous System Agents / Anxiolytics, Sedatives, and Hypnotics / Barbiturates	anxiolyticsSedativesAndHypnotics
drug	benzodiazepines	Benzodiazepines	Central Nervous System Agents / Anxiolytics, Sedatives, and Hypnotics / Benzodiazepines	anxiolyticsSedativesAndHypnotics
drug	miscellaneousAnxiolyticsSedativesAndHypnotics	Miscellaneous Anxiolytics, Sedatives and Hypnotics	Central Nervous System Agents / Anxiolytics, Sedatives, and Hypnotics / Miscellaneous Anxiolytics, Sedatives and Hypnotics	anxiolyticsSedativesAndHypnotics
drug	cholinergicAgonists	Cholinergic Agonists	Central Nervous System Agents / Cholinergic Agonists	centralNervousSystemAgents
drug	cholinesteraseInhibitors	Cholinesterase Inhibitors	Central Nervous System Agents / Cholinesterase Inhibitors	centralNervousSystemAgents
drug	CNSStimulants	CNS Stimulants	Central Nervous System Agents / CNS Stimulants	centralNervousSystemAgents
drug	drugsUsedInAlcoholDependence	Drugs Used in Alcohol Dependence	Central Nervous System Agents / Drugs Used in Alcohol Dependence	centralNervousSystemAgents
drug	generalAnesthetics	General Anesthetics	Central Nervous System Agents / General Anesthetics	centralNervousSystemAgents
drug	miscellaneousCentralNervousSystemAgents	Miscellaneous Central Nervous System Agents	Central Nervous System Agents / Miscellaneous Central Nervous System Agents	centralNervousSystemAgents
drug	muscleRelaxants	Muscle Relaxants	Central Nervous System Agents / Muscle Relaxants	centralNervousSystemAgents
drug	neuromuscularBlockingAgents	Neuromuscular Blocking Agents	Central Nervous System Agents / Muscle Relaxants / Neuromuscular Blocking Agents	muscleRelaxants
